review,sent
experiancing fantastic trewatment.everythind are done properly,positive
very satisfied with the 4G data and speeds,positive
its easier to work with my prepaid phone number.,positive
no matter where I am im always getting my calls and internet without aprob,positive
no network issues at all . ,positive
very satisfied with dialog.,positive
dialog services are the best services ,positive
very proactive and work well with my company too,positive
I would highly recommend their services,positive
very profesional in services,positive
you can trust that you are in  good hands,positive
been using dialog for over 10 years and they have been a massive help to our company ,positive
very efficiant when replying to email queries,positive
the service we have received has been first class ,positive
going above and beyond for our requests ,positive
network is super fast. ,positive
incredible service provided and no words to appreciate their hard work through complains,positive
no signal issues from last 12 years and still . Improvement is great .,positive
always give their customers the best things .,positive
channels are very eficiant with the ammounts .,positive
dialog internet speed is brilliant than every other network,positive
they react to my prob within a sec and I really admire that.,positive
they give that value part to their customers .thank you so much for giving us the best treatments,positive
rs345 package is really good and worth the price ,positive
most efficiant customer service .very satisfied,positive
choose dialog and experience the best network connection,positive
no issue with the coverage .signal is fast even in the rural areas ,positive
im super satisfied with the service and data packages .,positive
it s easier to do the payments with my dialog app. Thank you,positive
best service ive ever seen . ,positive
well recommend dialog to use as your network provider ,positive
4G speed is incredible. Very easy with that ,positive
wifi has a good speed through the whole month,positive
very happy to use dialog as my network provider ,positive
worth to spend 945 and have that package.really useful,positive
its very easy to save money by using the dialog recharge cards,positive
4G network is fantastic .no problems in calls,positive
absolutly skilled and well mannered staff,positive
company that always try to fulfill their customers needs ,positive
very reliable.,positive
im really satisfied with the quality of their service,positive
network is very powerful.,positive
best customer care service on earth.,positive
gives a more professional image.great,positive
they have got the best solution and guidence to my problem,positive
dialog have been absolutely amazing.great service .,positive
always there to help and very quick to respond,positive
highly impressed with the standard of service they provide,positive
their technical support and problem solving has been great.,positive
prompt and efficiant service,positive
very happy with the level of professionalism,positive
can't believe that everything was done so quick. Thank you dialog.,positive
dialog is best broadband provider,positive
" excellent,undrstanding ,compassionateand personal customer service",positive
easy to work with this 4G speed,positive
problem resolved with exceptional solusion and guidence.,positive
no one can provide this service as you do .,positive
I'm litteraly amazed with this broadband connection ,positive
best telecommunication partner ever ,positive
I will be using your service untill death. Amazing service.,positive
@dialoglk Wonderful service. Got my work done in a very less time.,positive
@dialoglk very fast network,positive
Internet facilities are great and I'm amazed by it.,positive
@dialoglk Acknowledge to my issue very quickly. Great caring about customers.,positive
@dialoglk No signal issues faced. Everything is very smooth with dialog. Thank You.,positive
Your service is worth more than I pay. Excellent.,positive
4G strength is very high. Unbelievable. Wow. ,positive
No complains. Tweeting to express heart felt gratitude,positive
Best service provider in the country. ,positive
Complimentary 4G strength and best network coverage in the country,positive
@dialoglk Best ever telecommunications company which is providing beyond amazing service.,positive
I am amazed with the network quality today. Thank you @dialoglk,positive
You know how to satisfy customer very much. Keep it up.,positive
Thank you for your uninterrupted service. I am very grateful for you.,positive
Impressed by your customer care. ,positive
My whole family is using dialog because of your uninterrupted service.,positive
Thank you for solving my issue.,positive
You deserve the best telecommunication award. Since the overall company is provoding customers what they want.,positive
Delighted services. Impressed by the 4G speed in this rural area,positive
Big applause to undoubtedly amazing internet facility.,positive
Thank you for every thing! Customer care is great.,positive
Bought my iphone 12 from the Dialog arcade. The price is very reasonable.,positive
Amazing and unforgettable experience at Google I/O organized by Dialog.,positive
Very happy with the coverage at Yala park. Unbelievable.,positive
Superrrrrr intenet speed at the Wilpattu park.,positive
they do the best customer care . Great service dialog.,positive
tech team is veryfriendly and helpful . They are very active ,positive
love the way they handle the issues . Very good .,positive
thank you dialog my 4G speed is sooo good .,positive
customer care is incredible . They concern well on my request,positive
great service dialog . You are best among all . ,positive
actually I never thought of having this much of service from you'll .you are great and really into your customers.,positive
omg the 4G network speed is superb .,positive
thank you dialog . Your data cards are very worth to the prices,positive
never expect this much of great service .thank you,positive
exceptional broadband connection ,positive
very easy to do my works with your connection . Network is super fast ,positive
I've using dialog since2012 .i'm glad to choose you as my network provider ,positive
no words to express my happiness.,positive
as an estate agent my phone is my lifeline and I cannot function without it. You have been excellent through this dialog .,positive
glad me made the right decision to go with dialog,positive
"customer care is super helpful, kind and very professional.",positive
I would happily recommend them to any buisiness,positive
I can honestly say that the srvice I've received from the very beginning has been superb,positive
the team at the other end of the phone are superb and extremely helpful,positive
"I can say that is is a profesional, helpful and friendly company",positive
dialog are very quick to respond our issues,positive
delighted with such impeccable service,positive
we have nothing but positives to say to say about the waythey understood and delivered our requirements,positive
well done on your continued success,positive
I would 100% recommend them to anyone,positive
very reliable and friendly provider to help a growing business. Thank you dialog,positive
"how refreshing to find a company with Intergrity, fast response times and willingness to help at all times ",positive
dialog is brilliant.,positive
"great phone service and technical team,always willing to help",positive
"excellent prices, fine speed.",positive
very responsible ustomer care. They fixed our issue asap.,positive
every time the connection is very stedy,positive
they have an improved service. My connection is great ,positive
best package systems . Love dialog,positive
broadband connection is good. ,positive
dialog tv channels are offering a world classs entertainment,positive
I got my apple watch from them for a veryu resonable price,positive
everything is easier with my dialog app . Thanks,positive
your company doing very excellent service,positive
dialog is supporting sri lankans in all their endeavours,positive
dialog education initiatives are great for the teachers and students,positive
actually the work and learn packs are very valuable . Thank you dialog,positive
they have the greatest products and services . So impressed,positive
international roaming is superb . No issues at all,positive
they have the best night time data packages ,positive
4G home broadband device is very good ,positive
delighted the way my account is handled. Keep it up.,positive
very satisfied with the packages and 4G speed ,positive
fast connection ever customer service is also great,positive
"no down time, conne ction is fast, supper customer surevice",positive
latest technologyt with island wide coverage . Superrrr,positive
dialog axiata is the best service provider in sri lanka ,positive
good mobile signal connectivity in sri lanka ,positive
dialog axiata is best 4G 2G  3G network and owned by high speed upload and download ,positive
this has good signal strength in many palaces in our country,positive
always their cutomer service is very nice ,positive
high speed internet speed ensures my safety. Great..,positive
excellent service high network coverage even for remote areas of the country,positive
much appriciated specialities compared to other competitors . ,positive
I recommend dialog to all the people in our country,positive
roaming services are pretty good and reasonable.,positive
enjoying the club vision facilities for the dialog customers ,positive
thank you dialog very much appriciated on your services,positive
