review,sent
"@ChrishanJay @RegularReh @dialoglk Yes, it does but that is not how speed is supposed to work. Recently they visited my girlfriends house and shown her the speed on Speedtest and blamed the issue on the laptop. 
You can try switching to Hutch's server and see the different.",negative
"@ChrishanJay @dialoglk I have no idea what any of that means ?Ÿ‘€ but Dialogs connectivity does suck ?Ÿ?£ my data doesn't work when I'm downstairs in our house, wifi drops in and out when it wants. It's the worst. 

 @AnjulaHettige",negative
@RegularReh @dialoglk LOL ?Ÿ˜‚ itâ€™s always been like that. In speedtest by default they will select the same network server for testing. Thatâ€™s something from the developers side. Not with Dialog.,negative
"What is wrong with you @dialoglk? Not only is your connectivity bad, you're also massive cheats. https://t.co/oU1r4TvAvJ",negative
"Can I have at least 1Mbps @dialoglk ? Shame shame
Ps: This is not just today. https://t.co/LOdZYqhmx2",negative
Why you do this and disconnect us from you @dialoglk? https://t.co/HZ7Iee5IGL,negative
@rehanumfernando @dialoglk Itâ€™s almost like they donâ€™t want anyone tagging them in negative stuff noh? ?Ÿ˜è,negative
Have you noticed that you canâ€™t tag @dialoglk on a Facebook postâ€™s body? ?Ÿ˜è,negative
It took 3 hours and 45 minutes just to download a 2.3GB file.Thankyou @dialoglk for your unbelievable service.?Ÿ™è?Ÿ–•,negative
I was using a fast Internet connection which had unlimited data in a European countryo90. When the prices are converted to LKR I was paying around 1000 Rs per month that time. @TRCSL @ActiveTRCSL @dialoglk @MobitelSriLanka @HutchSriLanka @AirtelSrilanka @SriLankaTelecom https://t.co/nA21pBQemr,negative
@Spidernavii @dialoglk That bitch is so annoying ?Ÿ˜è,negative
#youtubedown no no it's actually @dialoglk 's you tube monthly package down.,negative
"@WhatsApp and @instagram are down for everyone worldwide!

@dialoglk you guys didnâ€™t mess up this time. Good stuff.

#WhatsAppDown #InstagramDown #lka",negative
"Seems like a worldwide issue.... I think @dialoglk got some blame too ?Ÿ˜‚.... hopefully itâ€™s a @ThaRealMarkZ issue

#whatsapp #crash https://t.co/ZRJspuGADB",negative
@shashikaLB @Mahishini @dialoglk Exactly. This is also happening coz only two or three players dominate the broadband industry and hence attention to individual customer is very low. And also @dialoglk doesn't know what customer care is and they should learn it from companies like @amazon,negative
"@dialoglk Really great to here. But i doubt on some thing is happening coz, i raised this issue on 5th march, no body responded. Ticket was opened for 2 weeks. So you should make sure you provide a wave off from the bill, clearly,",negative
@Buddhikamn @Mahishini @dialoglk I think @dialoglk really needs to look at its practices and services - this is a far too common problem. Itâ€™s so debilitating. I feel like their approach so far has been to ignore or offer the same solutions till we give up or the issue temporarily goes away.,negative
"Seems like @dialoglk have everything covered with their data packages.
I think they'll reach pinnacle of data packages when they offers some package for PH usage. ?Ÿ˜‚ https://t.co/MX971oA7t9",negative
@mihiHarshana Weâ€™d like to inform you that the optimization is under process as per the complaint. One of our team members will be in touch with you for assistance. ^Rosh,negative
What hell is going on with dialog broadband @dialoglk ?,negative
"@dialoglk @dialoglk  no one called. Even in the morning i was experincing troubles. Seems like entire network has an issue, coz most my friends have replied to my post in FB telling they have the same issue but @dialoglk  is not responding",negative
dialoglk Nope I don't see any... even if I click on a direct link it just goes to my feed and nothing plays. I'm fedup of this.,negative
"@dialoglk Thanks, but I think pogo provides 4 languages to chose and allows to change the language. And i have used to change the language from different service providers previously. However no point of kids watching the channel in Hindi language",negative
@EnochianQueen @dialoglk Do they give podcasts in premium? Cause I can't find them in free version?Ÿ˜?,negative
Caved in and finally signed up for spotify premium not coz i wanted unlimited skips but coz of @dialoglk 's too long garbage ads. ?Ÿ?®,negative
"@dialoglk I have already DM my connection no several times for the same issue. However, I'll send it again, and please check that ASAP",negative
@dialoglk @TRCSL Can someone from @dialoglk look into this urgently? This is my current internet speed ?Ÿ??â€çâ™‚ï¸è https://t.co/aorAtOKeS8,negative
@Mahishini @dialoglk Exactly. That's the same issue I'm also having and wonder why @dialoglk ignores our complaints now.,negative
@dialoglk stop trying to act like the issue is with my phone or hardware related. Your freaking netwrok doesnt work for anyone. How cheap you all are!!,negative
This is the solution I got from @dialoglk. Do you all think Customers are idiots? Even at the heart of Colombo your freaking network doesnt load signals. Stop trying to be funny and blindfold customers. Such cheap lunatic pathetic â€˜professionalsâ€™. https://t.co/k003g7hoEF,negative
It is time that @dialoglk will lose many customers who have stuck with them and their poor service since they couldn't change the number. https://t.co/E8edATONF0,negative
"Provide realistic, actionable, implementable solutions for my issue NOW. I cant wait for an hour more wen you all have not done anything for an year. Such pathetic service! @dialoglk",negative
"Dear @dialoglk, Iâ€™m trying to dowload a 29 mb video for more than 2 hours now. Iâ€™m in Gampola (Central Province). Can you give me a solution to download this video so that I can continue my work by providing feedback for an urgent video clip which needs changes?",negative
@dialoglk why 3G is more speed than 4G?,negative
Hey @dialoglk I canâ€™t stream Netflix from my home broadband. It keeps buffering and very slow.,negative
"Last night's  #Koombiyomeetup organized by #Koombiyo ?Ÿêœ fans and @dialoglk was just awesome.  It was really fun, insightful and also the food was delicious. ?Ÿ˜‹?Ÿ?—
Thank you Koombiyo team for such a magnificent creation...!!! ?Ÿ™è https://t.co/HqbgcCXGE2",negative
"@tikirimaarie @dialoglk Ah, mage late night echcharama case ekak na. Was 50-60Mbps before. Now like 30Mbps",negative
@itZmeRakitha @dialoglk I had 4 and disconnected 3 of them already ?Ÿ˜‚?Ÿ˜‚,negative
@d3vinlive @dialoglk Me too but need sth to travel with ne :(,negative
@sdyakupitiyage @dialoglk It's all the same! Even at 3am,negative
"@dialoglk No need to DM. It took me 5 freaking days to lodge a complaint. SR No:  2-0002794387
Now take your apology, shove it up your sorry ass and fix this!",negative
@lahirutheflash @dialoglk Yeah I already have a fibre connection.. But I do need sth to take with me everywhere I do so I don't have any choice ?Ÿ˜’ I have all 5 signal bars yet 350 kbps speed!,negative
@judemelaka @annethekat @dialoglk SLT wonâ€™t be any much better when it comes to cost of These packages,negative
"@Buddhikamn @dialoglk Just disappears completely.....comes back, goes off again.....repeat....?Ÿ??â€çâ™‚ï¸è",negative
"TRCS APPROVED FOR UNLIMITED INTERNET PACKAGE., @dialoglk give me cheapest package, faster without buffering ( dialog you already earn money from us plz give this )
waiting",negative
"@dialoglk FYI @TRCSL @milindarj @irajonline @GotabayaR @Rohitha_Chichi Before providing unlimited data packages, please ask @dialoglk to provide an uninterrupted internet connection to existing users",negative
"@Mahishini @dialoglk You are not alone and almost all @dialoglk users having the same experience every day 
https://t.co/55QxpAG3Qf",negative
@dialoglk Another speed test from today morning from @dialoglk https://t.co/j9ZQ5vhkab,negative
"This is Dialog's legacy. @dialoglk The service, the speed, the packages, are all shit. I think I'm going to switch. https://t.co/9Vhs8ieMzU",negative
@dialoglk You asked what the issue I'm facing and once I explained it in detail there is no response at all from @dialoglk. Why is that?,negative
@Cheesequeen324 @dialoglk Lol download speed 100kbps deewi unlimited deela ?Ÿ˜‚,negative
"@PO5IT1VE @dialoglk its Open, 5G trials going on but only for Huawei and Vivo! I want to check on my iPhone and I canâ€™t register mu device ?Ÿ˜ê?Ÿ˜‘",negative
@nuzlyMN @dialoglk Cost? Not much noticeable difference since 4g is fast enough and SL doesn't have good internet plans? They should bring it tho. Will open up some space for 4G users.,negative
"@dialoglk Why you guys havenâ€™t activated 5G trials for #Apple iPhone12 / iPhone12Pro?!

#Srilanka",negative
@dialoglk how can I deactivate my home broadband?,negative
"@dialoglk It is hardly believe tht you have not taken ny step, even a response when i have mde this complin until i post this on social medi, when i did lost the connection completely.",negative
@tikirimaarie @dialoglk Why don't u switch to a fibre connection bro ? Is it because portability ??Ÿ˜¢,negative
"@dialoglk @SriLankaTelecom Consider providing Broadband Packages like following. Donâ€™t try to make business out of this pandemic situation with new packages called Work, Learn and increase your profits. There are ISP offerings as follows in neighbor countries. #SriLanka https://t.co/X3TowaLtDn",negative
"@dialoglk Highly disappointed with the worst internet connection you provide. From mobile to home broadband, multiple connections at multiple locations within Colombo and suburbs facing the same problem. Strangely your call center team is blaming the heat wave as the reason, ?Ÿ™„",negative
"@dialoglk i have raised a complain on 5th March, related to signal (slow ness) now i have barely internet. Mobile signal also seems to be week. No 4G. Firsy fix this ASAP. As this is yr failure, i want a wave off from my bill, ref is 2-0002734759",negative
"@dialoglk  Few years back Dialog TV had no signal when it rains (not sure if itâ€™s still the same coz I had to give up the connection due to this matter )     
Since last week or so, am I the only one who is experiencing â€œnoâ€ù 4G signals during rain ?Ÿ?”",negative
"@dialoglk Ok. But Telegram packages must need for students.
Because 10-20 Lakhs students Telegram users.
Please Bring the Telegram package as soon as possible.",negative
@Thariq_27 @dialoglk I just switched to Mobitel ?Ÿ˜?,negative
"@MarianneDavid24 Then, as now, number porting was being blocked and stymied by @dialoglk through their paid minions in the civil service including now ASG and AG Aspirant Sumathi Dharmawardena.",negative
"@Ncell if the government allows number porting, people will definitely leave Ncell. #NoToNcellCorporate.
@axiata @dialoglk",negative
"@dialoglk ; complaints are ignored as usual. 

Please get your act together. ?Ÿ˜’ https://t.co/6N8jLJdeO9",negative
dialoglkYou guys ae the absolute worst internet provider.I'm getting speeds less than 100kb/s on 4G mobile data.I request everyone to switch from this shitty internet,negative
"@Thariq_27 @dialoglk Hope that happens, really want to see how these idiots gonna respond then",negative
Dear @dialoglk  If this comes live from October and Hutch launches 5G for Colombo by October. You might need up packing your bags bcx the company which is backing Hutch can rip you apart ?Ÿ?£ #Lyca #Entertainment https://t.co/08Y63eU7AY,negative
"Aimed at promoting effective competition between  @dialoglk  @MobitelSriLanka @HutchSriLanka and @AirtelSrilanka 

- will be interesting to see how #lka telcos go about gaining new subscribers and retaining the existing ones in their pool of customer base.. https://t.co/BjuvplZOIZ https://t.co/jY8K8Qeje9",negative
tikirimaarie @dialoglk nope sincerely dialog Is a piece of shit,negative
#Buddhikamn @dialoglk Might as well switch to SLT lmao this is waste of money,negative
@dialoglk data makes a bad headache even worse ?Ÿ™„,negative
@dialoglk horrible horrible mobile data! But your charges for mobile data are just superb ?Ÿ™„?Ÿ™„?Ÿ™„?Ÿ™„,negative
@dialoglk Then I can move to any other internet provider ASAP without debating with your customer care and telling the same thing again and again in here as well.,negative
"@dialoglk Moreover, please let me know clearly if you cannot provide that simple solution to a long-standing customer like me who paid bills without any due as well.",negative
@dialoglk Also please note that wave off for the bill is not an acceptable solution and I can pay bills without any issue. What I need is an uninterrupted internet connection to attend to office + personal work.,negative
"@dialoglk Because of that what I'm requesting is to provide a temporary mobile router or any other solution to use internet connection without any problem until @dialoglk resolve initially mentioned ""Indian Signal Interference issue""",negative
"@dialoglk Moreover, your technical team mentioned that the Indian signal interference issue is currently affected only to @dialoglk broadband signal and not for the mobile data signal.",negative
"@dialoglk Time to time I get ""No Internet"" message in the connection and your technical team said it's because signal interfere from India. Im working from home right now and this has severely affected to my office + personal work.",negative
"Can we meet the telco ambition for true customer empowerment? Read this episode recap featuring Bespoke, @dialoglk, @degussabank and @Ogilvy to learn how you can humanize the digital experience: https://t.co/0a8hpUfgL6 #TMFDigital #Technology #Innovation #Leadership https://t.co/oUAHVmP8UF",negative
"@NewsWireLK @AzzamAmeen it seems like a lot of users are keeping @dialoglk just because of the 77 / 777 number, now they can use the same number with a good network ?Ÿ˜€",negative
@tikirimaarie @dialoglk Same. ?Ÿ˜??Ÿ˜? Mobile broadband though. Not home broadband..,negative
@dialoglk Yes they contacted. But haven't provide a solution yet,negative
"For 12MB, 12  minutes… shame on you.
@dialoglk Rocking https://t.co/jlDzVOpmDk",negative
@NewsWireLK @AzzamAmeen Itâ€™s time for @dialoglk to come up with customer service than looting customers.,negative
"Can I have at least 1Mbps @dialoglk ?  Shame shame
Ps: This is not just today. https://t.co/LOdZYqhmx2",negative
"#tikirimaarie @dialoglk This struggle is real.I205 What's worse is we can't cpntact them directly?Ÿ˜ê
Dia ekka kathakragnnalu?Ÿ˜’",negative
"@dialoglk No use of complaining, I've already experienced same problem few days ago. After complaining, there is a good speed but in few hours, again the internet speed is getting down to below 1Mbps.",negative
The worst internet speed I've experienced through @dialoglk https://t.co/8jq0xfFtZ9,negative
Awful services,negative
@NewsWireLK @AzzamAmeen Goodbye @dialoglk,negative
@tikirimaarie @dialoglk I switched to SLT,negative
@dialoglk May I know since when complain is IN PROGRESS?,negative
"Can I have at least 1Mbps @dialoglk ? Shame shame
Ps: This is not just today. https://t.co/LOdZYqhmx2",negative
@dialoglk No response until now https://t.co/qp0fhUEaDx,negative
@dialoglk 4G connection speeds are going below 2mbps all the time. So I decided to make a complainet about it. Customer support contacted me within 12 hours to solve this problem (at least). Super happy with the customer support and still waiting for a good internet speed..... https://t.co/goayq2ozbP,negative
Worst customer service @dialoglk https://t.co/63x2DYzegz,negative
"@CRdelaharpe @isionaria @dialoglk the second they add the youtube and netflix packages, bell 4g networks will grind to a stop",negative
"@isionaria @chamikavi @dialoglk ?Ÿ?” If coverage is not an issue I'd say just have a look at #bell4g. Yes they don't have dedicated YT, Netflix packages. However, you can add 25Gb for ~Rs.800 or 50Gb for ~Rs.1,200 vs. Unlimited Netflix for Rs. 1,000 at dialog.",negative
@isionaria @CRdelaharpe @dialoglk every network that started the free youtube and netflix packages have their airwaves over congested,negative
@chamikavi @CRdelaharpe @dialoglk I'm thinking of moving to Mobitel because they have good value for money packages including unlimited data packs for YT &amp; Netflix,negative
"@chamikavi @isionaria @dialoglk That's true, &amp; only other factor is coverage but if you are not moving around &amp; located somewhere in coverage its a no brainer #bell4g over @dialoglk broadband any day.",negative
"@CRdelaharpe @isionaria @dialoglk upload speeds are a bit shit,  but it is what it is",negative
@chamikavi @isionaria Moved from @dialoglk broadband to #bell4g about 4 years ago. Best decision ever. No regrets.,negative
@dialoglk Is this really prioritized or escalated? No one provided a solution yet,negative
"Yes! This is really good as no-one wants to be stuck with a single service provider forever!

@dialoglk sign me up to move over to @MobitelSriLanka https://t.co/jZYeoFcOcR",negative
"What a strange telecommunication industry, We are already in 5G but @dialoglk even if I'm on 4G look at your speed @TRCSL what a customer experience ?Ÿ“? https://t.co/W910m5Jx5J",negative
@dialoglk please assist to change the POGO TV audio language to English on Dialog TV. Customer service simply says it is not possible. #dialogtv #pogotv,negative
@dialoglk Oh no guys I'm just complimenting you âù?,negative
@dialoglk I just sent. But Iâ€™m wondering why you didnâ€™t have those details already. Anyways appreciate if you can send someone to check from this end other than going back to the beginning. Thank you :),negative
"@dialoglk Couldnâ€™t wait anymore, switched to SLT 4G and got sufficient speed to work from home. Please keep me me posted once the issue is resolved so I can compare whatâ€™s the better service. ?Ÿ™‚ Thank you.",negative
"@carlwheezersbby CEB game is stronger than some Future today companyâ€™s like @dialoglk , they have failed to provide the single coverage even within colombo suburb areas",negative
@dialoglk Okay. Let's see when @dialoglk will provide a solution for this escalated issue,negative
"During an online lecture I mean could there be a better time to have your WiFi go peekaboo? 

@dialoglk thank you for not bailing out on me :) https://t.co/rMBCd4v2LC",negative
"@dialoglk What do you mean by ""such time""? Hours, days months or years? Why can't you provide a time frame? How long do you need to check this simple request? I'm tired of calling your customer care and replying to tweets by asking the same again and again.",negative
@dialoglk Because of that I cannot accept when you say relevant team will get back to me soon. So can you provide a specific time frame please?,negative
"@dialoglk If you can't check that and let me know, FYI, I lodged the complaint on 3rd March and asked to send reminders 3 times since I did not receive any response from @dialoglk.",negative
"Downloading 3GB via @dialoglk. Slower than the slowest thing.

Wish me luck https://t.co/PMO7gjtzIn",negative
"3 most useless things

1. Semi luxury buses
2. Neighbors love
3. @dialoglk",negative
"We all do better when we support women and this month we #ChooseToChallenge!  Here's Sandra De Zoysa, board member of @wcdsl and Group Chief Customer Officer of 
@dialoglk on taking her challenges head-on. #IWD2021 #WomensHistoryMonth 

https://t.co/EEdzL4thf4",negative
@dialoglk What do you mean by more time? Can you please check when did I lodge the complain and how many reminders have been requested?,negative
"Made a complaint to @dialoglk regarding loss of 4g service. The response from the tech agent was ""interference from some Indian radio frequency signals"" on the Jaela tower &amp; ""it will rectify in a few days"".  I know that this can happen but unsure whether it is legit at this time.",negative
#optimuspnj @dialoglk opt for 1gbps fiber. you will see more speed than this. Shitty dialog.,negative
"@dialoglk Thank you for the effort. My router is at the same location as it was before the problem, so I believe itâ€™s a problem of change of your coverage. However speeds are still very low.
Hereâ€™s the best speed I got this morning. https://t.co/UFmMXjE6M2",negative
"@optimuspnj @dialoglk i see back in class our it sir (als -Nirosha de silva) showed  us the cloud platform his company has  bougth the network speed had similar stats back then ,with upload speed as well.",negative
"@dialoglk I not here to blame I just wanted to inform, people blindly buy because of the advertisement that you shows, like #FastestNetwork, just feel sorry for those people including myself. https://t.co/x0BrZqcTdn",negative
#dialoglk Check your inbox. I have been sending my issues for days.,negative
@dialoglk WTF wrong with your coverage nowadays ?Ÿ¥´ Residing at Colombo 09 &amp; the Wifi 4G is freaking slow ?Ÿ˜¡?Ÿ˜¡,negative
@ravinhwg @nisalatp @Huawei @dialoglk @Airtel @hnbplc I was addressing his initial subject regarding updates &amp; feature lacking in Apps between Google Playstore vs Huawei App Market,negative
@nadun_don @nisalatp @Huawei @dialoglk @Airtel @hnbplc You didn't get his point Nadun. All the models you mention comes with GMS pre loaded hence all the data becomes more centralized and it becomes easy for big tech to analyse the usage.,negative
"That being said, I want to lodge a complaint about my 4G connection. Please pick up the phone @dialoglk  ;-; https://t.co/KMq0CAXs9P",negative
@dialoglk I sent the connection details mentioning the answer I got from help line. Answer I got and the way it was given werenâ€™t convincing and Iâ€™m still facing the same issue.,negative
@dialoglk what is going on with these connection issues? Dialog home broadband is almost unusable now. Even had better connection than this during COVID lockdown last year. What is goin on???? Very disappointed ?Ÿ˜?,negative
"@dialoglk Waive off for the bill is not a solution. I need an uninterrupted connection to do my office and personal work and have already lodged several complaints with @dialoglk. Still, no one contacted me. Is that your customer care?",negative
@dialoglk Waited almost 1.5 hours on the call and it got disconnected without a solution. https://t.co/1UFwR98GzI,negative
@dialoglk App is super slow compared to previous. But lots of new features,negative
@dialoglk Already in a call with @dialoglk for one hour ?Ÿ˜¡ Call has been transferred and no one is answering it https://t.co/cX3Ohrfylf,negative
So slow. #internet by @dialoglk in colombo suburbs (Lets say #Battaramulla),negative
"Worst Customer service in the world @dialoglk 

Worst Internet Service provider in the world @dialoglk 

All worst credits to @dialoglk",negative
"@dialoglk Extremely Poor Service In Jaffna 4G Broadband.

I am planning to cancel the connection and move to @SriLankaTelecom",negative
@dialoglk  is there any outages going on and off? since this afternoon connection is damn too slow and can't even send a message on Microsoft Teams. and I'm talking about routers.,negative
@dialoglk Straight up why you so slow?,negative
"I just spent 30 minutes watching 12 minutes video in 144p. Guys this is absurd. We do not ask more. We ask you to provide the service you agreed. Case # 2-0002777883.

@dialoglk Please do not reply. I have already complained and for god sake provide a solution.",negative
@dialoglk Unpleasant experience continues to day 7,negative
@dialoglk Still no technician arrived. More than a day since he called and said he would be here after lunch time. ?Ÿ?·?Ÿè?â€çâ™‚ï¸è?Ÿ?·?Ÿè?â€çâ™‚ï¸è,negative
"Disconnected my 8 year old @dialoglk home broadband and switched to @MobitelSriLanka Broadband last month. Mainly due to the reason that FDD has better upload speeds than TDD. Except for the customer service, everything else seems to be good with Mobitel.",negative
"@ravinhwg @Huawei @dialoglk @Airtel @hnbplc So, you are right to assume they collect data.

No, you are wrong to assume there is nothing we can do about it.

Got my point?",negative
"@ravinhwg @Huawei @dialoglk @Airtel @hnbplc No one will have a complete picture as long as those companies go on and murge their datasets.

We are not there yet.

So we still have ways to fight for privacy.",negative
"@ravinhwg @Huawei @dialoglk @Airtel @hnbplc Keep different subset of your data in different locations, services or providers. There, you can enjoy the services and still has some control over how much who knows about you.

In my case, my digital life is fragmented into about 17 different providers.",negative
"ravinhwg @Huawei @dialoglk @Airtel @hnbplc In a moden world, with everything is connected and digital, privacy is an illusion. You can't prevent your data is being collected. You can't prevent that. Your effort on prileventing others collect your data is just a waste.
What you can do, however is information fragmentation",negative
ravinhwg @Huawei @dialoglk @Airtel @hnbplc You are both right and wrong....,negative
@nisalatp @Huawei @dialoglk @Airtel @hnbplc Yeah of course. I was just stating reasons for the delay. So you don't sideload GMS coz of privacy reasons? Ayya HMS is also the same. They also collect data. Correct me if I'm wrong.,negative
"3 most useless things

1. Semi luxury buses
2. Neighbors love
3. @dialoglk",negative
"@NadunDLiyanage @dialoglk Machan so from 5897.44 total amount to pay, you've paid 2948.45 so there's an arrear of 2948.99. Add to that the total amount for this bill period which is 2948.99 and the total adds up to 5897.98. I think you were confused because there are two 2948.99s. &lt;3",negative
"@ravinhwg @Huawei @dialoglk @Airtel @hnbplc Well, it's not a customers problem. It's the provider / developer problem.

Believe me I know the dev aspect very well.

But customer wants the relevent apps to work or he would move on.

For me, I'll not use a device with Google or Facebook services. Thays why we use #huawei",negative
@honoredeballzac @dialoglk Are you scared that a girl will come and rape you? Is that why you took off the location? Aney nikan palayan bng yanna.... #elaelaela,negative
@nisalatp @Huawei @dialoglk @Airtel @hnbplc Ayya as a dev its hard to do so without refactoring certain parts of apps. Life becomes really hard without GMS. Coz HMS core has no drop in replacements.,negative
"Dialog you ducking piece of shit 
@dialoglk https://t.co/WbQdGZd0K1",negative
"3 most useless things

1. Semi luxury buses
2. Neighbors love
3. @dialoglk",negative
@dialoglk im tired lodging complaints ?Ÿ–• https://t.co/ytQB1VDwvB,negative
@dialoglk what the actual fuck!!!! 4g da 2g da ?Ÿ™„?Ÿ™„?Ÿ™„ #homebroadband #dialog,negative
"@dialoglk Yes please.. By the way, we need to see if the bug is also in the play store version.",negative
"@dialoglk Tell your developers their language selection option in Huawei version is not functioning as expected.

Choose Tamil if you want English.

Choose Chinese if you want Tamil.

Choose English if you want à·ƒà·’à¶‚à·„à¶?.

See the recording.. https://t.co/0db9Sylarl",negative
"@dialoglk When are you planning to push the new version of the My Dialog app to #HuaweiAppStore? I can't user the service since I'm on the older version and the new version is not available to update!!!

@Huawei Can you please look into this?",negative
"@dialoglk You have the worst Customer service, had an issue in my bill, called the customer care, the representative said hold on, and transferred me to the technical staff, he says he can't look into it and transferred back again to customer care. Insane.",negative
#dialoglk I have dropped a DM to you Amy. Could you please check and reply to it. Rather than being a bitch. Thanks.,negative
"@dialoglk This matter and continue our business with your company.

Thank you",negative
"#dialoglk Just follow up with the mail I have sent to area manager, keep me updated with the procedure and how far the matter has gone to. 

I want this problem to be sorted with 10 to 15 days.. 

As a businessman I can't always keep wasting my time behind this

I would like to soon settle",negative
"@dialoglk Yesterday evening I have mailed regarding the issue to your area manager, he dropped me a message saying he received the mail and he will forward it to the relevant department and take a decision and contact me..",negative
@dialoglk Can you guys add Twitter to your unlimited social media packages? Many people will surely use the package,negative
@dialoglk Signal strength drop suddenly and then no internet. This happens far too often now.,negative
@dialoglk sent DM about a long standing DTV issue.,negative
@OshadhaG @dialoglk Hhahaha accurate AF.. @dialoglk marketing team sends out notifications that even the company itself doesnâ€™t even know.. what a company to rely on ?Ÿ’¯?Ÿ¥°,negative
"@dialoglk signal strength is good but no internet, would like to know why? https://t.co/7wRgFx6BZG",negative
@dialoglk customer service is the worst. Waiting for @TRCSL to implement MNP to switch the network.,negative
@dialoglk Great so I wait another six months @NewsWireLK maybe you should journalise it considering the rip off,negative
"@dialoglk I appreciate your lengthy reply, but it doesn't answer my question, if you can give 14Mbps for a new data add on, why cant you give the same speed to my default data package?",negative
"@dialoglk why are you guys so slow? 

Literally on the 3rd router because your previous 2 routers malfunctioned and were recalled. https://t.co/QlWBKtUVvD",negative
This is what these #DialogLK cheats responded with ?Ÿ˜¡ https://t.co/5mrRl4vlmJ,negative
"@dialoglk sent me this message and once I activated the 99, I didn't receive the 2GB! I contacted customer care and they said I'm not eligible for it??? ?Ÿ˜¡?Ÿ˜¡ I want a complete refund if it's not activated! ITS NOT THE MONEY, ITS THE PRINCIPLE!! #DialogLK cheats! Ref: 2-0002806541 https://t.co/w1vGtN8uCG",negative
Deleted MyDialog app because meh redda hema welema karaki karaki thiyenne ,negative
It's bloody annoying,negative
Shittiest 4G internet from @dialoglk at Dehiwala. Maybe its time to move on.,negative
Had enough with #DialogLk #SriLanka,negative
"Dialog is literally the worst internet service provider I've ever used. whatever the fix the customer/technical support gives you, at the end of the day the internet is slower than a snail! #lka #dialoglk",negative
I hate when #dialoglk gives edge instead of hspa,negative
"Dear Dialog, u maybe big but tis is not how u treat a customer. It more than two weeks, has the agent assigned this is in MARS. ny body who knws Dialog executives pls tag. Customer complaints shud  be handle respectfully. Disgraceful service. #dialoglk #CustomerService #complaint",negative
Sharing customer details public do violate privacy &confidentially policy and ethics #Dialoglk #LKA #mobile,negative
"#Dialoglk #SriLanka #lka 100% packet loss to your own domain. E420Super Oxymoron ""Connected without Internet""",negative
"Hi @dialoglk, The Government has reduced the VAT & NBT for Telecommunication levy. You better reduces the bill amount rather than increasing the quota for Dialog Wi-Fi Users. We know how the 50GB Package becomes 66GB ??",negative
"My response to @dialoglk  saying that my ""SERVICE REQUEST IS CLOSED"" without even contacting me!! I sent it via email",negative
"can you explain why this is happening. I got this connection last Saturday.""CONNECTED WITHOUT INTERNET"" Regularly disconnecting and then reconnecting.I421dUsing the connection in Kawdana, Dehiwala. #Dialoglk #SriLanka #lka.",negative
Who else thinks that stupid dialog radio ad for avurudu is insanely annoying. I actually change stations if i can help it!!! ouch! #dialoglk,negative
"wow, i like the new dialog.lk site. when was this launched actually? I must be pretty outdated #dialoglk @dialoglk",negative
"more than two weeks couldn’t use #dialoglk router at badulla town complained many still no response but getting money for data from us by without any usage, which is totally wrong to get money for nothing.",negative
Tf is this . I don’t use iTunes I don’t have any updates my background data is switched off. When I reach out to them they say it was for iTunes this. Anyone knows why is this happening? #dialoglk #help,negative
dialog sending spam emails via lankan e-ads to promote their skype customer care address.. lol.. #dialogsux #dialoglk #dialogaxiata #dialog,negative
"#dialoglk #everlastingfm RT @dialoglk : WIN RS. 10,000 A DAY! EVERY DAY! @EverlastingFM",negative
Dialog Branch in Grandpass is really really really slow. Can humans work this much slow?  #omg #lka #dialoglk #srilanka,negative
Beware @dialoglk  charges people for their STUPID ringtone service without even asking them whether they want it! THIEVES #DialogLK #SriLanka,negative
"But it was recycled without the permission of the customer. They should at least send a letter to inform the customer to remove all their Social media connections with that number before recycle it. So, you can't only blame the Customer! #SriLanka #LKA #Mobitel #Dialoglk",negative
#dialoglk #customerservice #twitter response seems better. #waitingForReply  #SriLanka,negative
Why am I experiencing a poor network since past few days? Is this the future of #Dialog ? #DialogLk,negative
"Is @dialoglk  reduced the speed, taking too long to open pages #lka #dialoglk",negative
"obviously #dialoglk will pick the worst TV channel network, now they have a huge business opportunity that people will buy #dialogtv",negative
"why is it me always??Why do dialog always get me involved into trouble and finally I have to fight and get things done.. Such huge multinational company working so carelessly, highly disappointing loosing trust over this telecommunication company.",negative
"RexClementine Ever since @dialoglk started sponsoring, we started loosing.",negative
It would be great if I didn’t have to wait so long to connect to my own wifi router. Please sort yourself out. @dialoglk https://t.co/yx8puQxObV,negative
MobitelSriLanka @dialoglk @AirtelSrilanka This is high time to open your generous to the Citizens of Sri Lanka. Data limits you all offer now doesn't serve the present requirements of your clients.Pls increase Data Limits ???????? https://t.co/CpPYFIDEB7,negative
dialoglk Had to call technical team twice (doing your job for you) in attempting to get this issue solved. Yesterday they did a reset and said the issue will be fixed. Today morning I was told a technical team will be arranged &amp; sent to check the issue. Nothing so far. Check SR 4389018,negative
sridharanshan1 @dialoglk 6 months ??I use every network for years and different locations...Worst Airtel and then mobitel and SLT 4G..I don't say more things now..??You will understand after some time.,negative
Got a surprise gift today. ??Thank you! @dialoglk https://t.co/PnAXEfvm0j,negative
"dialoglk I have a Dialog mobile (iPhone). I can use the phone in Sri Lanka, but I cannot call Sri Lanka from the U.S., where I am at present. Anyone have the same problem? @dialoglk can you please help? Thanks.",negative
